,record,game_id,n,p1,p2,winner,model_choice,model0,model1,model2,model3,model4
2538,5,50,21,2,1,1,0,1,1,0,2,0
2539,5,50,22,2,0,2,4,1,0,0,2,0
2540,5,50,23,1,0,1,4,0,0,0,2,0
2541,5,50,24,0,2,1,5,0,2,0,2,1
2542,5,51,0,1,2,2,0,2,0,0,0,0
2543,5,51,1,0,0,0,0,0,0,2,2,0
2544,5,51,2,0,2,1,0,2,0,2,1,0
2545,5,51,3,2,2,0,3,2,1,1,2,0
2546,5,51,4,2,2,0,3,1,2,1,2,0
2547,5,51,5,1,0,1,4,1,0,0,2,0
2548,5,51,6,1,1,0,3,0,2,0,1,0
2549,5,51,7,2,1,1,5,0,1,2,1,2
2550,5,51,8,0,1,2,3,1,0,0,1,2
2551,5,51,9,1,1,0,3,2,2,0,1,0
2552,5,51,10,2,0,2,0,0,0,2,1,1
2553,5,51,11,2,1,1,0,1,1,0,1,2
2554,5,51,12,1,1,0,0,1,1,0,1,1
2555,5,51,13,1,0,1,0,0,0,0,1,2
2556,5,51,14,2,0,2,0,0,2,2,1,0
2557,5,51,15,2,1,1,0,1,0,0,1,2
2558,5,51,16,2,0,2,5,1,0,0,1,2
2559,5,51,17,1,1,0,5,0,0,0,1,2
2560,5,51,18,0,2,1,5,0,2,0,1,0
2561,5,51,19,0,1,2,5,2,1,0,1,0
2562,5,51,20,1,0,1,5,2,0,0,1,1
2563,5,51,21,1,0,1,5,0,1,0,1,1
2564,5,51,22,2,2,0,4,0,2,2,1,2
2565,5,51,23,0,2,1,4,1,1,0,1,2
2566,5,51,24,0,2,1,1,2,2,0,1,2
2567,5,51,25,2,1,1,3,2,2,0,1,1
2568,5,52,0,2,0,2,0,0,0,0,0,0
2569,5,52,1,0,1,2,0,1,0,0,0,0
2570,5,52,2,0,2,1,0,2,2,0,1,0
2571,5,52,3,0,0,0,3,2,1,1,0,0
2572,5,52,4,1,1,0,2,1,1,1,0,0
2573,5,52,5,1,1,0,4,0,0,1,2,1
2574,5,52,6,2,1,1,2,0,2,1,0,2
2575,5,52,7,1,1,0,5,1,1,1,2,2
2576,5,52,8,2,0,2,3,0,0,2,0,2
2577,5,52,9,2,1,1,3,1,1,0,1,0
2578,5,52,10,2,2,0,4,1,1,0,1,2
2579,5,52,11,1,0,1,4,0,0,0,1,0
2580,5,52,12,1,0,1,4,0,2,0,1,0
2581,5,52,13,0,1,2,3,0,2,0,1,2
2582,5,52,14,0,1,2,3,2,1,0,1,2
2583,5,52,15,2,1,1,3,2,0,0,1,2
2584,5,52,16,1,1,0,3,1,0,0,1,1
2585,5,52,17,1,1,0,3,0,1,0,1,2
2586,5,52,18,2,1,1,3,0,1,2,1,0
2587,5,52,19,2,2,0,5,1,2,0,1,2
2588,5,52,20,0,0,0,5,1,0,0,1,2
2589,5,52,21,2,1,1,5,2,2,0,1,0
2590,5,52,22,2,0,2,2,1,1,0,1,0
2591,5,52,23,1,0,1,2,1,0,0,1,0
2592,5,52,24,1,0,1,2,0,1,0,1,0
